,SHA,title,committer,date,commit additions,commit deletions,files changed,file sha,filename,file additions,file deletions,file changes
0,6d0e864d9b16e06bf7ff0993979ef8723d980858,[SE-0320] Rename CodingKeyConvertible (#1421),Ole Begemann,2021-08-10 17:27:44,2,2,1,102c372c87f5d797e84199dc5c61c5ae683b47d9,proposals/0320-codingkeyrepresentable.md,2,2,4
1,e9f068ee2aa838b3d02334a3fb0e212934dce135,[SE-0320] Fix typo (#1418),Benjamin Barnard,2021-08-05 17:47:55,1,1,1,a433063658879d000b124bc843ef44ca51d3a6f7,proposals/0320-codingkeyrepresentable.md,1,1,2
2,dd3c0a84d3240a21a3f569cd5b6a38733acbc75f,"[SE-0320] Fix ""missing or invalid dates"" warning",Ben Rimmington,2021-08-04 18:38:53,2,7,1,40e2ebea21d071d08d75fe6d0c1184c3d3eeb768,proposals/0320-codingkeyrepresentable.md,2,7,9
3,7c3de3eaed8e160feca1d39a35d2f8ba7b2add0d,Mark SE-0303 and SE-0305 as Implemented (Swift 5.6) (#1417),tomer doron,2021-08-04 16:43:19,2,2,2,64f54583d31c26a75202a66c4ff92099c79a5b4c,proposals/0303-swiftpm-extensible-build-tools.md,1,1,2
4,7c3de3eaed8e160feca1d39a35d2f8ba7b2add0d,Mark SE-0303 and SE-0305 as Implemented (Swift 5.6) (#1417),tomer doron,2021-08-04 16:43:19,2,2,2,9c29bb194891ddd8042904b72004e0eec6430782,proposals/0305-swiftpm-binary-target-improvements.md,1,1,2
5,559d3d60dffe054134aa1c9cd853a82695f467df,Update 0320-codingkeyrepresentable.md,tomer doron,2021-08-04 16:41:25,1,1,1,1d17949150ead18011b979ba8fe4874d4260da46,proposals/0320-codingkeyrepresentable.md,1,1,2
6,4b65cd38e1072ff6408407cc768ecd75a3cc0117,Put SE-0320 into review,tomer doron,2021-08-04 16:40:12,1,1,1,cbeb9191f840375355c71f586248fce8f73ca1f9,proposals/0320-codingkeyrepresentable.md,1,1,2
7,e16d7fab210bee4e4b88e073e8e244c45f6abd4e,New proposal: Allow coding of non- String  / Int  keyed Dictionary into a KeyedContainer (#1288),Morten Bek Ditlevsen,2021-08-04 16:38:21,317,0,1,095548ac13f491b508dc78bd08418c92f097eee4,proposals/0320-codingkeyrepresentable.md,317,0,317
8,07d98f42d8dfa68a2fb88e6e8ab57f5a863e7512,Update 0155-normalize-enum-case-representation.md,Ben Cohen,2021-08-03 18:09:47,1,1,1,faf802867a53b32fec7b2a9c1fafbad12831d547,proposals/0155-normalize-enum-case-representation.md,1,1,2
9,1124b56ffd6b557831253397bc7fe5fe721015eb,Add Swift 5.6 to the Language Version filter,Ben Rimmington,2021-07-29 00:36:50,1,1,1,78c7b3aff74f793280e7b0bcdd8c2b1c33f45569,index.js,1,1,2
