,SHA,title,committer,commit additions,commit deletions,files changed,file sha,filename,file additions,file deletions,file changes,date
0,be4fb7f128728da687bbee5a0dda3d1b12e82ef3,endstop_phase: Unify phase conversion code,Kevin O'Connor,87,80,1,5c762b2e83568bceb2f4c8e290dcf40aba14f239,klippy/extras/endstop_phase.py,87,80,167,2021-06-05 02:24:37
1,4596a244e38740f578bab7b13e80cdb902b9c865,resonance_tester: Set max_accel ignoring the limit from the config (#4174),Dmitry Butyugin,24,26,2,739d090f95238194504a8fb7a3f2c7e5a8b02aa1,docs/Measuring_Resonances.md,1,11,12,2021-06-06 17:04:53
2,4596a244e38740f578bab7b13e80cdb902b9c865,resonance_tester: Set max_accel ignoring the limit from the config (#4174),Dmitry Butyugin,24,26,2,f90ca28fdab79360a6023a59ddaf830acaa7c7ea,klippy/extras/resonance_tester.py,23,15,38,2021-06-06 17:04:53
3,e0e8615aaf9ce122f673665d811d17e019ee23df,docs: Fix missing backtick in API_Server.md,Kevin O'Connor,1,1,1,6e43ce3e2afe8a5941b253016ac8bc298d516930,docs/API_Server.md,1,1,2,2021-06-06 16:01:03
4,080b7f68ca793bde549ae2ab210d901cedf3119c,config: Add generic-duet3-mini.cfg,Luke's Lab,156,0,3,cb2dfadbff386c31a7bcb7382c13a715a68bc4df,config/generic-duet3-mini.cfg,148,0,148,2021-04-02 19:22:23
5,080b7f68ca793bde549ae2ab210d901cedf3119c,config: Add generic-duet3-mini.cfg,Luke's Lab,156,0,3,09f15fa8a5f874a09d95aee6c91280b76ab05a4d,test/configs/samd51p20.config,4,0,4,2021-04-02 19:22:23
6,080b7f68ca793bde549ae2ab210d901cedf3119c,config: Add generic-duet3-mini.cfg,Luke's Lab,156,0,3,1c837e0f85ae8ffb4f370bf96ccaf8ac802573cb,test/klippy/printers.test,4,0,4,2021-04-02 19:22:23
7,bd65c37ed5caac04857493518b07eda083659977,atsamd: Add support for 25Mhz crystals,Kevin O'Connor,33,0,2,5684ff6fb552c9989259e969be341cee7df7cd91,src/atsamd/Kconfig,2,0,2,2021-06-04 21:03:46
8,bd65c37ed5caac04857493518b07eda083659977,atsamd: Add support for 25Mhz crystals,Kevin O'Connor,33,0,2,cf7402e5cfbb28e8db41917331806dd7c7e0e346,src/atsamd/samd51_clock.c,31,0,31,2021-06-04 21:03:46
9,6266e7c259f6974254b7253d6bf028063fb9d03c,atsamd: Fix pll reference in samd51 config_dpll(),Kevin O'Connor,2,2,1,046f5744bffba731f2b6e7e9a804552be7c40e62,src/atsamd/samd51_clock.c,2,2,4,2021-05-29 21:22:46
10,93b9a85d19147ee57f6e79b1661e33df21aa1f20,endstop_phase: Add support for reporting phase information via get_status(),Kevin O'Connor,46,14,2,17a759f5b14faf6b5fec751802cee744ec893586,docs/Status_Reference.md,14,0,14,2021-04-29 00:49:37
11,93b9a85d19147ee57f6e79b1661e33df21aa1f20,endstop_phase: Add support for reporting phase information via get_status(),Kevin O'Connor,46,14,2,ed6c596085af74387f652efbf9f317c849962da3,klippy/extras/endstop_phase.py,32,14,46,2021-04-29 00:49:37
12,703418de01a550fe59c7cbe7ae73815947c35021,docs: Update G-Codes.md now that SET_VELOCITY_LIMIT can exceed config,Kevin O'Connor,1,2,1,a885aef1ef3deb47ae996cd8f74c41a3a96fa0d0,docs/G-Codes.md,1,2,3,2021-06-03 18:07:56
13,27f8cf025ef348eb3fd16cc32a0d738e2effa9af,z_tilt: expose an 'applied' status to allow macros to skip QGL/Z_TILT_ADJUST (#4313),Michael Rose,43,2,3,ab14b7f74d7149f309b3b6100b7e2a4cd507b10e,docs/Status_Reference.md,14,0,14,2021-06-02 15:11:19
14,27f8cf025ef348eb3fd16cc32a0d738e2effa9af,z_tilt: expose an 'applied' status to allow macros to skip QGL/Z_TILT_ADJUST (#4313),Michael Rose,43,2,3,8b10918fb407dfc8ebb521e4a16c6c8bc50ea282,klippy/extras/quad_gantry_level.py,7,1,8,2021-06-02 15:11:19
15,27f8cf025ef348eb3fd16cc32a0d738e2effa9af,z_tilt: expose an 'applied' status to allow macros to skip QGL/Z_TILT_ADJUST (#4313),Michael Rose,43,2,3,f8a8c718a53087b23d733a84818d75f84e534cf2,klippy/extras/z_tilt.py,22,1,23,2021-06-02 15:11:19
16,c148f17ea3391e3720961270a12eb0645f688e12,neopixel: add sync parameter to prevent waking toolhead (#4339),Paul McGowan,49,20,3,38e7e38957e0a45177aefc4c77cada8a7888331b,docs/G-Codes.md,7,2,9,2021-06-02 14:51:45
17,c148f17ea3391e3720961270a12eb0645f688e12,neopixel: add sync parameter to prevent waking toolhead (#4339),Paul McGowan,49,20,3,6c7182a2bf4f989c7ca2d631a48ec6b6dcf772d5,klippy/extras/dotstar.py,34,16,50,2021-06-02 14:51:45
